Latitude,Longitude,Population_Density,Distance_to_Town,Terrain_Type,Average_Elevation,Median_Income,Percentage_of_Uncovered_Population,Distance_to_Existing_Tower,Available_Power_Supply,Average_Rainfall,Average_Temperature,Topography,Vegetation_Coverage,Road_Accessibility,Proximity_to_Fiber,Natural_Disaster_Risk,Local_Regulations,Spectrum_Availability,Projected_Growth_Rate
32.75922694,-117.5852329,622,59.79671976,Flat,402.9636342,96004,82.49882491,38.5583804,0,42.70934409,19.57138083,Basin,45.68007078,1,56.37885577,High,0,0,1.901935984
37.68581331,-113.4804191,213,8.774241468,Hilly,131.222435,28623,94.60523623,40.8401965,0,29.38174218,19.56546682,Valley,26.58179396,0,49.05842969,Medium,0,0,2.960202441
32.2627243,-108.7403699,17,89.07183232,Hilly,528.6821542,48463,59.63974778,33.20448585,0,12.40686344,-5.067495164,Basin,79.47281554,1,73.8606381,Low,1,0,4.35903882
36.92354306,-116.2564278,481,62.02158086,Flat,3710.397061,52885,5.340192122,21.48065782,1,40.76279766,20.47153273,Plateau,48.12291533,1,63.39917595,High,0,0,3.365446369
32.33332823,-103.9875269,181,32.29459846,Mountainous,1720.093251,91612,73.88262242,49.43538527,1,22.66823402,16.43437573,Plateau,53.53618056,0,80.23685539,Medium,0,1,2.473364315
36.2533017,-100.5568698,729,5.518597553,Hilly,137.094577,55715,21.71637123,16.02758366,0,1.670590538,17.07131381,Basin,56.08033378,0,28.85835884,High,1,0,3.487075049
37.47078267,-115.704812,105,63.59044288,Mountainous,2540.826359,69491,73.36516921,26.21438739,1,13.82142079,-0.428473513,Basin,72.61777145,1,71.45445957,High,0,0,2.477308278
32.18713889,-116.2617607,683,37.97058587,Flat,2680.336334,52405,43.43460151,26.49980102,0,45.30115118,17.15712057,Valley,70.62721052,1,19.90015847,Medium,0,0,4.152447244
30.59943301,-110.9012986,812,90.85419238,Hilly,2143.443898,70428,5.342665624,21.98860371,0,89.24165702,-6.383438317,Basin,68.73512209,1,83.61639935,High,0,1,2.647230867
31.30973743,-105.0446945,617,4.452905439,Hilly,553.4140602,81788,27.87489392,6.949350637,0,32.0959468,-8.930670819,Basin,8.154518557,0,75.49342326,High,1,0,2.746008589
36.05996967,-114.3679878,315,4.871141099,Flat,3774.836988,72527,42.70299601,18.34316252,1,44.11201609,0.658931987,Basin,75.16224083,1,67.60513631,High,1,1,3.366105778
38.49446406,-119.6024018,666,94.9806294,Flat,3445.407941,92056,73.62503416,11.54429755,0,38.40728194,30.08474291,Plateau,79.08782718,1,30.39795374,Medium,1,0,2.734943797
30.44996821,-109.1755874,267,96.52252062,Mountainous,1973.645691,80766,13.30692818,45.09300246,1,36.89748246,20.17700198,Valley,64.22392799,0,27.06904593,Low,1,1,3.670572388
37.34151259,-100.8679886,483,3.74648045,Mountainous,1904.076784,54364,28.70016773,33.11337907,1,72.26388549,34.71534803,Valley,85.22280445,0,88.61511972,Low,0,0,1.597990655
33.41318646,-112.1744629,959,71.88729026,Flat,779.6755747,85686,8.35372809,15.10289502,1,50.60312828,9.449433739,Valley,30.53986705,0,45.54295448,Low,1,0,1.159759888
34.7852837,-111.5973089,309,22.92799038,Flat,3767.746735,20828,61.5806988,28.72089854,1,40.84428398,7.492205022,Plateau,7.838320125,1,63.97628484,High,0,0,3.788918486
39.2885955,-100.6219657,474,70.43788386,Flat,2997.869522,50949,47.42714989,42.80716859,0,94.33224552,25.00245042,Plateau,30.55379233,0,4.673049143,Low,0,0,3.889263826
33.31971505,-106.1078478,623,87.00454687,Hilly,428.9672276,61234,92.90049454,46.78729024,1,27.6287479,10.3539866,Plateau,72.02487261,0,56.51952586,High,1,0,3.002778321
34.65336934,-105.6165615,698,10.98231641,Flat,1890.317292,62187,74.05530032,4.676742582,0,83.28498262,9.061147827,Valley,77.30904032,0,16.91998502,High,1,0,2.885155631
30.13682415,-108.7459599,907,24.63787526,Hilly,4517.804713,84780,77.78873626,39.55851658,0,51.50058359,13.30242718,Plateau,61.90098338,0,53.39685523,Low,0,1,1.121129248
30.8159872,-100.5078158,337,3.383689164,Flat,2261.873008,84385,16.43925754,48.34909647,0,44.16888422,-4.263573918,Plateau,16.88912657,1,24.23688164,Medium,1,1,0.456602672
32.58591591,-106.2226703,119,5.339154699,Hilly,1624.637497,64210,26.66225205,23.89504431,0,6.296579265,0.141326977,Valley,73.42001573,1,99.56769759,High,1,0,0.082904038
30.27852241,-102.099345,719,3.932167964,Mountainous,3218.920377,53448,51.31395434,49.78116649,1,85.84923763,20.16610905,Plateau,1.109286212,1,41.48182188,High,1,1,3.510987702
36.31375326,-106.0124227,914,80.26755329,Mountainous,1014.861888,28073,1.348450088,47.89682155,1,27.06624803,20.42277012,Plateau,5.829082252,1,62.74263389,Low,0,0,4.282993189
34.26398357,-105.2976835,138,30.53097516,Hilly,2619.016991,98855,87.01281436,33.18767606,1,67.93560217,19.51203831,Plateau,9.328100156,1,60.31994019,Medium,1,0,4.91118152
35.48145203,-114.1917816,974,49.82793252,Mountainous,3347.613768,29834,77.7740382,42.53295858,0,87.44782521,-0.009921018,Basin,24.73133949,1,36.93053563,Medium,0,0,4.834810445
31.74647186,-113.930426,880,78.9965821,Mountainous,4274.39208,72263,5.79396852,15.53159277,1,53.6137061,11.77891735,Plateau,44.48659308,0,17.798922,Medium,1,0,4.613871125
32.95932029,-104.340307,146,49.99942261,Hilly,3462.521514,39366,84.9033912,45.95571887,1,64.06677149,36.05034728,Plateau,54.04517629,0,68.97104957,High,1,0,1.248999687
36.63824475,-114.0658742,919,43.4904102,Flat,1922.048986,25075,0.448811482,30.0025664,1,34.0182079,33.0475838,Valley,51.45012098,1,6.193079211,Low,0,0,0.525781722
39.65302724,-108.7445986,548,2.145747442,Flat,3839.000867,52174,11.42193185,25.97361381,1,72.65390503,17.87426344,Plateau,72.69845032,0,71.5260148,Medium,1,0,0.589430019
30.50416774,-115.0129538,658,57.23591075,Hilly,4491.99964,67990,5.536455296,41.94742646,1,65.66034811,35.04188545,Valley,12.96433178,1,57.47492051,High,1,0,1.29353369
38.90384321,-103.6603324,173,13.34956474,Mountainous,2388.818123,99547,47.91599318,44.58522455,1,44.47860805,23.75052445,Basin,60.32707758,0,59.04773157,High,1,0,0.300050202
35.76881201,-117.789973,358,76.70017584,Flat,22.50392742,20242,78.40497799,35.36120428,1,63.46021559,10.6129942,Valley,47.21347439,1,92.12927216,High,0,1,3.596570928
35.63919567,-103.4110672,989,26.51603466,Flat,4404.59013,50884,17.85391618,2.226777878,1,26.2659629,28.8209729,Basin,67.82064188,1,73.0218981,High,0,1,4.228341425
35.00278535,-107.945404,472,67.74455367,Mountainous,827.209958,41438,77.14864611,30.26310094,1,65.78204278,5.10105089,Valley,97.48689258,0,99.02060317,Medium,0,0,1.090134394
30.69394086,-116.2618093,877,64.97612925,Hilly,631.6275249,36863,18.49247822,41.26113892,1,67.27415049,32.7327444,Valley,37.1387774,0,39.98031609,Low,0,0,0.806962668
30.89876852,-109.1592923,652,62.05088469,Hilly,1538.392829,83770,99.05363395,27.7181976,0,44.48877216,6.475065179,Valley,24.63202672,1,70.20906593,Low,1,0,0.578764787
36.00912006,-114.3500233,513,27.42824875,Flat,1899.918727,25214,85.34745343,46.80807353,0,24.93734684,29.727879,Valley,85.82521613,0,14.13802061,Low,1,1,1.734594212
33.40958571,-113.5306533,894,27.44188794,Hilly,3996.883491,84642,73.71867738,44.96855191,1,80.30659649,4.065275967,Basin,29.17488847,1,87.16616213,Medium,0,0,4.202662182
39.17268067,-112.9694392,160,86.4417563,Mountainous,1945.916926,57798,59.16884231,26.95413634,1,75.41271782,35.84580771,Valley,86.09393109,1,68.70444521,Medium,0,0,3.044811119
34.06590537,-118.7336151,899,2.26792593,Hilly,244.1058318,78117,24.25481969,20.78770884,0,5.709185405,-0.757577684,Basin,5.678165485,1,47.27133982,Medium,0,0,2.883263524
31.43281459,-100.2807663,255,18.97074071,Hilly,3179.8084,61168,11.9267622,3.698746086,0,49.42682183,25.94972942,Basin,6.305791091,0,54.44576699,Low,0,1,4.259070189
37.14718834,-119.3693074,119,61.40692085,Hilly,3356.105117,29737,46.0306752,31.99728941,0,9.211095731,10.43396459,Plateau,62.68712886,1,21.77463869,Low,0,0,1.937559934
32.93353421,-106.7500625,594,81.88757919,Hilly,4071.104604,44532,40.26602542,14.03227056,0,31.95627583,-9.077005048,Basin,28.32160187,1,95.35864102,Low,1,0,0.743372083
35.25470307,-112.575447,807,36.47620536,Mountainous,1994.330403,32188,67.4480923,33.7541633,0,42.22391486,6.592451997,Plateau,39.20135766,0,57.16918625,Low,1,1,0.403114312
36.97832786,-107.0797942,284,65.6909024,Hilly,430.355381,85358,17.00897513,40.13930063,1,17.68862231,0.132148465,Basin,1.79391078,0,1.908629102,High,1,1,2.963085979
39.00264111,-112.8750349,879,56.15848554,Flat,2765.311388,53248,56.2128467,21.02598203,0,46.89023906,17.76187537,Valley,52.01432581,0,35.96731759,High,0,1,0.455634021
37.92191195,-106.5249871,76,7.389470344,Hilly,604.9869129,70700,69.33502142,1.763652183,0,70.62211976,2.99363866,Basin,1.41701987,1,42.15712774,High,1,0,4.823559888
36.76361068,-105.4152898,59,62.5532695,Flat,85.37661512,45579,29.89662587,43.39741823,1,43.69654892,-6.369046382,Valley,85.58775865,0,42.67644088,Low,0,1,3.031124747
36.79633182,-106.1889472,825,81.57644375,Mountainous,3892.917359,49035,78.00142711,27.90134831,0,23.41397912,37.6544571,Plateau,67.52116603,0,79.37118075,High,0,0,0.663836562
39.45924644,-117.7207604,524,99.25238371,Hilly,2017.053002,54405,43.18428735,16.42478045,0,41.48182636,32.25663839,Plateau,43.84667964,1,85.02149954,Medium,0,0,3.451053549
32.95824097,-106.8621353,235,3.934367193,Flat,2625.02586,55028,16.26310959,32.05600622,1,59.24067982,-7.733099652,Basin,64.05270267,1,69.30580631,Medium,0,1,0.495575505
30.01112094,-114.400249,587,66.34575909,Hilly,3314.246014,37576,19.4770047,34.04531219,0,93.63923171,3.570703985,Plateau,47.12923496,1,37.10543361,High,1,1,4.141410137
32.71954559,-119.4239726,515,42.04040576,Hilly,2005.138334,22017,27.88984119,8.225868633,1,49.94447921,21.52383699,Plateau,16.21881347,0,44.57238539,High,1,1,2.984844233
32.1789138,-111.7033866,164,1.969000982,Flat,255.6579624,83322,15.81262694,32.67367498,0,88.78629959,6.068040056,Valley,53.57971482,0,65.85860533,Medium,0,0,2.072952268
36.61834585,-111.3291379,992,61.82173343,Mountainous,1263.718289,33885,56.29195667,15.04766205,1,98.45559703,4.090169083,Valley,91.79891776,0,64.0033961,Low,1,1,2.405154498
36.337116,-110.6565173,883,13.12030256,Mountainous,971.7059567,41419,94.91411742,40.37761514,0,55.901843,19.79306104,Valley,63.45800519,1,85.41300051,High,1,0,0.369845483
35.93461383,-105.9035167,489,38.47811817,Mountainous,4886.970104,68764,89.60730792,47.13401841,0,14.70689064,-0.282876651,Basin,81.95241133,0,96.49021662,High,0,0,3.757132295
30.16243443,-113.8231238,120,26.87534216,Mountainous,3697.52727,66753,32.3753984,6.030701019,0,87.53129432,22.42634348,Plateau,25.07354014,1,32.48259985,Low,0,1,1.688047319
37.28778054,-113.6943897,492,36.75517682,Mountainous,2257.749991,60978,86.46693217,45.95053208,1,86.23563043,-5.534625128,Valley,41.44805754,0,61.78143722,Medium,1,0,1.094867576
33.23530412,-118.7889549,817,49.77686257,Mountainous,316.8369823,78853,95.40229615,45.26885278,1,86.8560577,6.247649156,Valley,27.66132619,0,31.02110908,Low,1,1,2.875237049
36.65055989,-106.2635757,902,36.56174372,Hilly,579.2526124,50553,29.41671403,17.80247327,0,95.05490704,-4.22097153,Basin,75.30922206,1,63.41778884,High,0,0,3.816139254
35.56578429,-108.6434782,777,55.72045519,Hilly,4064.497846,68214,90.528488,2.412940266,0,27.64354583,4.830138233,Valley,63.79517806,0,49.04305259,High,0,0,0.724318671
33.42730925,-113.0114977,283,24.62631933,Flat,4727.245469,55052,99.74290643,33.49804394,0,33.34305557,24.14007021,Plateau,57.21118809,1,54.55335922,High,1,1,0.436731312
31.34576267,-105.8962204,164,63.90081498,Mountainous,156.7509224,87687,79.76718095,17.89084769,0,68.70969913,28.19471053,Valley,0.747182345,1,34.14930687,High,1,0,3.591757292
30.94418898,-109.252845,660,85.52253741,Mountainous,4551.985613,37320,39.022332,10.39072731,1,56.39033477,-2.7499293,Basin,85.82706678,0,71.68391696,Medium,0,0,0.755612639
38.31518333,-110.6151011,176,23.18263764,Mountainous,1902.818567,69388,60.85416046,6.319658336,0,86.83691037,27.31109579,Plateau,91.27331418,1,95.9536112,Low,1,1,0.746088312
39.18397542,-109.7735091,28,51.27984437,Flat,1068.163303,99485,36.41866491,10.60529174,0,25.45062946,-5.785684132,Valley,70.2109871,1,7.205327216,Medium,1,1,3.968399552
36.49788047,-107.2730375,354,65.22028867,Hilly,511.1617871,71123,99.59612834,12.63587479,1,65.84094292,0.827365008,Plateau,88.40895262,0,99.72238825,High,1,1,4.924351318
31.03434115,-106.7999479,912,56.89798699,Hilly,3858.74471,49866,6.78532377,39.99545043,1,94.04098541,15.01633251,Plateau,83.8670398,0,42.48295151,Medium,0,0,3.458798155
34.02027217,-114.2208436,744,37.19929517,Mountainous,2344.552426,68265,89.30803251,39.40715284,1,21.58718469,38.56326388,Plateau,81.92642161,0,16.08407535,Low,0,0,0.994715756
37.289392,-117.1851327,578,64.57777109,Hilly,4162.11891,48325,7.454813324,25.22629611,0,30.68796381,38.6778633,Basin,73.69698653,1,34.76980791,Medium,0,0,1.392409669
37.79820884,-116.8673164,907,3.796374415,Hilly,1130.785767,83525,4.219782282,28.11293947,0,40.74177758,13.9172796,Plateau,6.379000522,0,22.16856443,High,1,0,3.595322365
31.18218622,-107.2121823,303,37.62071697,Hilly,3392.840184,29134,93.99395165,45.97300859,1,8.709458328,30.24934404,Basin,12.88954926,0,85.94956625,Low,1,1,2.185786508
30.00030719,-102.5425343,654,53.72860925,Mountainous,590.6085243,85926,86.72819375,45.49396953,0,17.68697097,17.66788497,Valley,84.29468984,1,21.11495946,Medium,0,0,3.737150209
37.12137046,-111.8100744,471,3.040702725,Hilly,448.7534207,88344,36.15617453,41.60501635,0,38.20936298,27.58487811,Plateau,39.81624972,0,15.11096856,Low,1,1,4.352828135
33.56596176,-116.6095968,347,51.25723414,Hilly,666.9992518,89387,95.75321883,19.33941596,1,7.439337932,22.65427749,Basin,75.54995507,1,69.1180562,Medium,0,1,0.541292777
32.54481332,-104.86795,813,65.77119162,Flat,4044.506503,32904,86.18568777,18.96106749,0,36.26446572,24.85847821,Basin,19.88868299,0,99.50375967,High,0,0,2.614842166
30.1289747,-103.3502105,461,76.16156207,Mountainous,3278.098677,67520,90.19828758,44.50624994,0,24.41417871,11.98044404,Valley,64.99070798,1,77.02094668,Medium,0,1,3.114789127
35.40299407,-102.3883511,353,12.22403406,Hilly,829.8194597,41464,59.51154863,46.39916474,0,86.45106108,31.65583877,Valley,24.1676197,0,2.828600303,Low,1,1,3.658489333
38.51150735,-107.8633714,726,99.06592261,Mountainous,1923.861053,97659,95.83285362,40.1242777,1,60.84935416,12.28272677,Plateau,43.53799314,0,23.12643359,Medium,1,1,2.489741899
39.57631646,-102.7854288,640,61.01060243,Hilly,3818.430049,90679,80.95822077,38.09966458,1,89.84900292,25.2884016,Basin,28.70357835,0,81.36960503,Low,1,1,3.138933075
35.65744951,-119.6917008,774,36.95618547,Mountainous,1428.371947,66366,93.99528604,28.3500367,1,20.28869773,33.51238714,Basin,44.78953802,0,49.73743739,Low,0,1,1.706684452
35.14461328,-117.855284,94,25.66019259,Hilly,4606.318562,45854,28.15109354,17.57841016,1,8.165754185,22.77891882,Basin,98.20360027,1,10.3325025,Medium,1,0,1.415592784
30.85056385,-118.1484787,706,57.71678931,Hilly,4573.013957,82998,53.20975673,12.79099581,1,35.40471995,15.48825084,Valley,66.67253878,1,83.09988316,High,1,0,1.179710076
35.48872802,-105.7479063,746,88.28945307,Flat,2764.504128,63334,86.76628291,7.876576797,1,5.642520674,16.4158579,Plateau,86.26789094,1,85.58035934,High,1,0,1.484693412
33.79979079,-118.6083643,669,52.53597422,Mountainous,3159.871346,93201,57.97290409,36.68188776,1,88.35140552,25.44079807,Basin,48.12997513,1,56.07951249,High,0,1,1.861042395
36.07135281,-110.0727126,398,66.4857335,Hilly,3266.091767,67687,80.10983601,39.07196209,0,18.81520307,-5.391913493,Plateau,1.638717669,1,45.00409035,Medium,1,0,2.448684759
33.88726348,-110.545862,801,36.41194751,Flat,1292.342289,53397,97.30969676,18.57361404,0,14.10725012,21.82774095,Basin,71.47250318,1,87.25059862,Medium,0,0,4.875313785
32.40299123,-113.7859295,236,39.42707652,Flat,1826.606944,31813,80.45628341,1.296018361,0,78.77819336,8.746443144,Plateau,96.74617311,1,72.70156431,High,0,1,3.496101219
30.94965275,-102.5918966,295,29.33133547,Mountainous,679.7055524,77499,31.53596206,46.99121769,0,71.2407161,-3.238781979,Basin,28.63495292,0,30.34721428,High,1,1,1.708432133
33.14918445,-116.591336,293,70.85809214,Mountainous,4624.356708,70302,11.86993896,22.41737679,1,5.695602808,35.62660252,Valley,65.86272834,1,2.397710441,Low,1,0,0.403417544
30.96644834,-112.9507443,702,36.55956779,Flat,3619.247193,88587,27.27468258,48.75496134,1,50.95652442,14.88136842,Basin,43.50304725,1,48.18758916,Low,0,1,2.71843711
31.76896951,-104.51657,956,19.880924,Mountainous,231.7813317,27086,66.27911216,34.19061893,1,44.88498893,12.84943871,Valley,54.07058443,1,15.90503701,Medium,0,0,1.182991407
39.87336159,-119.3915537,118,37.57065655,Mountainous,2746.93725,27735,1.094436131,7.076661323,1,38.68575822,17.12020746,Plateau,6.864824867,0,46.94115173,High,1,0,3.905618123
34.44103557,-106.540992,144,85.52889358,Mountainous,1715.368674,28828,18.97187271,17.02065819,1,12.67001581,21.1271941,Basin,75.37995751,1,48.58751875,Low,1,0,0.596701075
35.31871767,-103.6720455,947,74.08695231,Hilly,4076.439385,45485,32.69026451,33.19546033,0,78.73520207,-0.268300657,Valley,85.74757333,1,62.55211262,High,1,0,3.950316286
38.73618529,-101.3546432,300,34.1294436,Mountainous,1719.000439,69172,87.52249436,32.81338777,1,23.99557948,21.27457969,Plateau,7.046768711,0,15.93093134,Medium,1,1,3.243171155
39.955689,-102.4740672,896,90.77408752,Mountainous,3220.750623,74797,5.100414839,12.36728586,0,45.82353091,7.622546138,Valley,54.77724644,1,51.77647506,Medium,1,0,1.059076706
35.82714449,-113.6123177,999,8.408430877,Flat,828.7016673,25360,4.993615982,9.665986198,1,88.10643058,25.73710437,Plateau,76.25345577,1,62.23446801,Medium,0,0,2.302273293
38.12473821,-108.2727172,811,5.92562535,Flat,2793.777448,75402,55.17825484,14.56274917,0,31.8242454,28.59332515,Basin,98.29752708,1,23.15244572,High,0,0,2.716817513
33.26941024,-118.4541301,624,13.61956512,Flat,1469.428663,73963,17.77662522,39.55770713,0,3.573220879,-9.625786744,Valley,32.60755062,1,97.7131192,Low,1,1,0.184571916
33.05743957,-114.8425999,722,12.52902083,Mountainous,824.4421118,99068,24.22151802,12.85162025,0,88.91324425,25.81699896,Basin,34.040621,1,18.39111597,Medium,0,0,0.341863818
34.02703721,-118.1155524,517,9.695597186,Mountainous,3096.295735,72132,18.4236101,35.3872555,0,49.38906541,7.625218353,Basin,87.65290259,0,75.33100135,High,1,1,1.124796695
36.72507263,-113.6962542,638,66.47291859,Flat,3193.206,91269,58.16071376,43.6299809,1,49.70629147,5.185694044,Basin,70.21815852,1,26.53709268,Medium,0,1,2.374156618
36.82191689,-102.4962557,853,60.48339559,Flat,4916.768906,99938,5.554774961,20.18949485,1,55.14157526,8.644885365,Plateau,95.56237515,1,42.90060169,High,1,1,3.309766037
33.15239435,-113.0566632,831,65.11294555,Hilly,3345.530298,47259,94.00000286,1.342707917,1,17.9933985,18.78191673,Plateau,48.20809841,0,80.53028762,Medium,1,0,2.368033856
31.33209924,-108.7620379,38,69.14823936,Hilly,2578.549693,30016,12.31383854,7.955929092,0,71.48861218,-4.272696849,Basin,62.0507098,0,63.63990477,Low,0,0,3.006186652
36.32396256,-111.332383,403,75.9310955,Hilly,4563.104215,53009,95.15955022,16.28294649,1,23.13813368,24.91252728,Basin,7.725752967,0,97.01843526,High,0,1,0.519463054
31.28325862,-110.8216695,36,21.51051582,Mountainous,4141.404093,31787,77.81290305,10.3077571,1,30.11481729,12.2583544,Basin,96.89490946,0,40.08097081,High,1,1,1.492788785
35.78492508,-100.608559,476,62.60804781,Mountainous,2743.731392,28692,82.80158862,15.18616639,1,63.11889812,-2.008106773,Valley,36.50130956,1,71.54110536,Low,1,0,4.635661662
36.93422128,-114.0769106,22,58.42481727,Flat,2556.745389,23542,17.28082345,27.65805713,0,74.97562004,15.46897347,Valley,56.44645242,1,49.7294106,Medium,0,1,2.601489728
37.00611496,-107.4535106,563,94.42234255,Hilly,4709.845929,93483,66.9647087,2.032973877,0,73.06168792,18.70482778,Plateau,58.14123748,1,29.05748167,High,0,0,2.142272197
37.53472111,-111.5987466,942,24.0044047,Mountainous,3085.63522,66098,81.70721513,4.149793084,1,8.314935274,7.314488667,Plateau,45.33888301,0,8.043228038,High,1,1,4.16970691
38.72859422,-118.7770764,454,6.813570503,Hilly,3568.895846,52058,55.80355401,42.93122742,1,75.45771,34.98168733,Valley,79.07466088,0,73.53648997,Low,0,0,4.68003332
34.99958992,-110.2133834,233,65.6960119,Hilly,433.3952107,32148,55.10747079,26.59366713,0,66.27254352,24.86143484,Plateau,58.14084744,1,15.52668838,Medium,1,1,4.801391295
37.3024919,-103.7331334,472,74.27711118,Mountainous,3591.528106,63788,15.94133365,46.84102436,0,60.50959763,23.06606882,Plateau,22.91419206,0,56.72312745,Medium,0,0,2.802496557
36.19172735,-118.0249406,30,29.03640457,Hilly,1323.409211,65731,41.42324996,1.160504859,1,96.68742525,-7.332784418,Valley,34.46764111,1,90.65342442,High,1,1,4.019184633
31.8663994,-118.6081631,396,57.51399466,Flat,577.689616,28413,15.05399601,1.007408325,1,34.68256722,15.08148399,Plateau,95.42435606,0,8.667269705,Medium,0,0,4.36982873
30.25689645,-116.9273696,657,6.894070488,Flat,4248.330544,24838,97.28577587,37.24023363,0,68.30862171,32.53937193,Valley,83.91960109,1,63.19033882,High,1,0,1.885928378
32.84541386,-104.7119978,335,96.04443928,Mountainous,3455.955433,75173,68.48500086,24.3363833,1,57.32339113,23.41504454,Basin,96.69191442,1,4.331908857,Low,1,1,3.967138705
34.43033706,-105.5200923,742,11.88257236,Hilly,2037.821561,54859,4.842192573,45.77611897,0,38.7959932,1.642446982,Plateau,24.90256525,0,76.81189334,Low,0,1,2.098583361
36.17105944,-108.6996446,476,7.689483079,Flat,2157.083631,90607,47.67679134,39.542614,0,78.82396134,33.0608686,Basin,44.19344184,0,57.57681658,High,1,1,2.826901193
38.49959331,-110.6354719,666,5.36690579,Hilly,985.588611,56716,63.796415,25.6941705,1,40.31477322,8.477111739,Plateau,7.217817208,1,43.90901067,Medium,0,1,1.388758137
31.96245717,-102.2334837,531,43.29991874,Flat,47.75497733,77168,9.564038083,24.44767609,0,55.85557004,35.75101313,Basin,46.21773404,0,32.90858772,Low,1,0,0.602414229
31.2554979,-104.6660435,234,10.6188146,Flat,1746.795698,52647,66.49885753,40.74784089,0,56.06272248,15.61331475,Valley,23.50899351,1,80.64315311,Medium,1,1,4.594156862
39.63479947,-103.761155,662,74.72017585,Hilly,742.0717984,82187,17.73052458,40.38161224,1,51.13276423,29.33056638,Plateau,41.6168917,1,81.31213198,High,0,1,3.960263398
31.08044559,-103.734754,484,89.9885419,Mountainous,2108.633978,29592,40.78794049,14.57029568,1,45.74022192,20.5976839,Valley,30.62416949,1,75.40909852,High,1,0,0.814390204
34.7849107,-107.1456569,627,26.7616743,Mountainous,4169.12544,57171,62.55540553,34.05720613,1,16.77791128,4.569122407,Plateau,4.60824764,1,77.93697191,Low,0,0,0.109604037
35.85563729,-110.8397075,789,63.24853881,Mountainous,573.771817,48788,36.50541211,32.51691043,0,24.08457629,22.69100656,Basin,26.76493393,0,53.23391534,Medium,0,0,2.507169107
35.41374421,-102.7064449,715,5.191506254,Hilly,458.7680107,33913,38.08841975,42.94814042,0,12.35029335,-9.521683548,Valley,52.48516434,0,7.670007655,Medium,0,0,4.551170563
30.86032157,-101.4798516,467,39.2698827,Hilly,4510.5111,79148,84.36152998,43.56039897,0,72.34911728,31.760103,Plateau,8.608720199,0,8.180437577,Low,1,0,1.50069992
30.57026914,-119.5238791,649,30.00126923,Hilly,3725.697812,53655,30.92648417,14.14575145,0,74.42946477,38.29151613,Valley,62.51036269,1,53.23182154,High,1,1,1.289022466
31.05483427,-118.9689025,222,23.63329055,Mountainous,265.3493281,52509,65.51943239,44.10738025,1,63.85289724,0.352229975,Valley,69.12831479,0,37.33866374,Low,1,0,3.582669248
35.85587684,-100.8251341,672,64.82762547,Hilly,397.8524263,58537,84.91526602,46.30398496,0,91.76431414,34.18183573,Valley,38.39780237,1,56.59526486,High,1,1,1.359584915
35.44344888,-114.4567877,970,13.89256669,Mountainous,3424.621141,42433,15.26491828,6.372196611,0,26.49641313,-1.608232425,Basin,90.90348679,1,19.65934224,High,1,0,2.77213061
32.33740792,-102.5326112,490,86.21034181,Flat,1851.721011,99454,4.5927979,29.11356206,0,82.10239052,14.57407779,Basin,8.48353234,1,99.03334062,High,0,0,4.399641302
36.37774142,-112.2240976,905,66.81875473,Mountainous,3620.866478,63674,82.55340438,22.38672036,1,18.58336776,4.629881577,Plateau,62.60354762,1,71.95837158,Medium,0,1,4.673653586
38.20067502,-117.6179988,189,71.36278269,Mountainous,2022.270347,33241,55.11307916,20.69725046,0,6.782265861,-0.408241298,Valley,73.55252316,0,22.65498548,High,0,1,1.825456634
30.4157896,-118.391136,838,93.59908656,Mountainous,4838.933437,83170,82.77012989,35.53664032,0,0.012882473,27.78436977,Valley,78.56252292,0,72.27698177,Medium,0,0,0.564098359
34.98129944,-116.869842,547,94.29491428,Hilly,3472.083061,64356,21.3035634,7.34884965,0,58.06333642,30.33014598,Plateau,45.13216714,0,26.56504077,Low,1,1,3.221283897
36.89310412,-115.0021361,536,55.61358006,Mountainous,233.0788242,82468,83.26322229,41.17734464,1,77.87403052,31.93086001,Basin,26.78924552,1,61.57749976,High,1,1,2.658991345
32.52311927,-110.2296329,31,50.04260191,Flat,1652.508874,95058,9.531041391,2.303371952,0,82.29863785,-9.576022079,Plateau,96.26446984,0,12.26663151,High,0,0,0.562184392
33.07770905,-105.970042,354,34.20277921,Flat,2818.030931,77839,88.32030341,29.33674224,0,47.06545218,32.39210207,Plateau,92.72159414,1,27.37235159,High,1,1,1.962074985
36.13637903,-100.2720285,586,71.84158941,Flat,709.368191,80585,82.25336629,12.04263997,1,5.872051308,-7.427366242,Valley,98.54150143,0,22.01483196,Low,0,1,3.751109877
38.97935293,-111.1698651,772,54.28267981,Flat,12.60150038,86700,56.73347329,33.70597704,0,3.576236005,12.42078666,Valley,72.42823462,0,3.354840543,Medium,0,1,0.585725963
38.0992442,-109.6363012,931,93.35463289,Flat,396.5406616,25475,60.8339893,26.7461628,1,91.73515781,-1.235884726,Plateau,78.17313348,1,94.8091754,Medium,1,1,4.481790732
35.83130219,-109.563686,30,24.62396892,Flat,2621.317388,50113,34.58441968,49.98785932,1,9.294036117,35.33574392,Valley,93.00809467,1,12.31093498,Low,0,0,3.614868011
37.30221718,-109.2113129,754,31.71501594,Mountainous,3161.275454,61012,20.16161544,43.25380453,1,78.46647746,18.83594776,Basin,44.31704837,1,71.05863281,Low,1,0,3.469499361
